LocusTag	Gene	Length
BSU29440	argH	1383
BSU39960	yxaI	453
BSU01620	feuB	1002
BSU12010	manP	1767
BSU33330	yvsH	1407
BSU24400	spoIIIAD	399
BSU34610	mdxE	1251
BSU02410	ybgG	945
BSU07070	yesY	651
BSU35610	tuaA/2	486
new_1581224_1582676_c	S555	1453
BSU_misc_RNA_35	rnpB	
new_2027827_2028174_c	S690	348
BSU13240	thiU	600
BSU36660	ureA	315
BSU34040	lutB	1437
BSU28070	comC	744
BSU04730	sigB	792
BSU24290	yqiC	162
BSU35680	ggaB	2700
BSU30260	msmR	1032
BSU29120	mdh	936
BSU17740	ynzB	186
BSU07020	yesT	696
new_2779073_2779163_c	S1026	91
BSU14480	abh	276
BSU23519	yqzK	225
BSU30200	bioB	1005
BSU01950	skfE	717
BSU32350	fisB	762
BSU_misc_RNA_17	BSU_misc_RNA_17	
new_909123_909197_c	S284	75
BSU15580	cysP	1062
BSU01580	ybaR	1434
BSU22700	aroB	1086
BSU27800	yrzH	129
BSU16550	ispC	1164
BSU32800	gcvH	381
BSU29140	citZ	1116
new_651963_653431	S210	1469
BSU20650	yoqF	201
BSU16100	sucD	900
BSU30860	ytcA	1284
new_1269672_1269732_c	S437	61
new_2484736_2485656_c	S906	921
BSU14810	ylaK	1326
BSU38190	galT	1539
BSU10150	yhgD	573
new_1056539_1056622	S346	84
BSU41050	rnpA	348
BSU18060	yneR	285
BSU08650	fabL	750
new_3988981_3989722_c	S1491	742
BSU04320	kimA	1821
BSU30500	ytpB	1101
BSU02620	phoD	1668
BSU30070	opuD	1536
BSU32670	sufB	1395
BSU01430	rpoA	942
BSU21430	bhlB	264
BSU10040	ecsA	741
new_118452_118590	S49	139
BSU12310	yjmB	1377
new_2886135_2886266_c	S1068	132
BSU37010	prfA	1068
BSU_misc_RNA_24	BSU_misc_RNA_24	
BSU40130	yydK	708
BSU12490	yjqC	834
BSU31130	yubD	1533
BSU19010	yobM	486
BSU31690	comP	2307
BSU12300	uxaC	1419
BSU30890	ytxO	429
new_1303355_1303422	S452	68
BSU09840	hemZ	1503
BSU25750	nucB	408
BSU40022	yxaC	690
BSU39250	yxiE	444
BSU04080	pxpB	720
new_1915001_1915132_c	S653	132
new_3717709_3717906_c	S1388	198
BSU40580	yybN	435
BSU24610	sinR	333
BSU31150	uppP	828
BSU26790	aadK	852
new_663288_663600	S218	313
new_234998_235624	S81	627
BSU35150	yvzB	480
BSU33440	cysJ	1713
BSU12450	yjpA	240
new_4130045_4131409	S1544	1365
BSU22490	dapB	801
BSU01460	ybaE	828
BSU12630	xkdI	483
BSU07940	yfkC	840
BSU12070	yjdJ	327
BSU26860	yraO	1314
BSU33260	yvrN	1248
BSU04720	rsbW	480
BSU05529	ydzR	228
BSU10830	yisR	861
BSU14009	ykzT	159
BSU27270	mtnN	693
new_3178934_3179900_c	S1182	967
BSU10570	yhjN	1152
BSU40970	parA	759
new_2069176_2069261_c	S714	86
BSU33239	yvrJ	336
BSU06750	yefC	375
BSU02470	ycbD	1464
BSU33690	yvaQ	1698
BSU11920	yjcN	318
BSU31160	yubA	1164
BSU23690	yqjY	468
BSU38110	nfrA	747
BSU00280	tmk	636
BSU33680	catR	708
BSU00930	cysE	651
new_507683_507752_c	S154	70
BSU21360	yomH	756
BSU00410	rnmV	558
BSU34060	yvfU	600
BSU36320	ywpG	381
BSU04140	pbpC	2004
BSU33490	cadA	2106
BSU20310	yorO	195
BSU17880	ynzC	231
BSU13330	ykoL	180
BSU_misc_RNA_55	ssrA	
new_2298463_2299409	S821	947
BSU22690	aroH	381
BSU18410	ggt	1761
BSU31070	gbsR	540
new_3302895_3303142_c	S1241	248
BSU14310	moaD	231
BSU32940	yusV	825
new_1880378_1880622	S626	245
BSU02080	ybxH	189
BSU34860	hisI	627
BSU19910	yotE	144
BSU11850	yjcG	513
BSU31650	mrpF	282
new_961009_961338	S309	330
BSU23160	rluB	687
new_876178_876425	S280	248
BSU15250	ylxW	693
BSU24410	spoIIIAC	204
BSU17410	cwlC	765
BSU05070	yddQ	540
BSU24970	pstA	882
BSU40440	dnaC	1362
BSU37290	arfM	474
BSU15550	pyrF	717
new_4215104_4215254_c	S1581	151
BSU_tRNA_48	trnS-Gln	
BSU02200	ybfG	2196
BSU13800	ykvR	288
BSU35230	swrA	336
BSU11340	fabF	1239
BSU23010	ypbD	567
BSU07090	yetA	2571
BSU34330	epsE	834
BSU_tRNA_3	trnY-Glu	
new_2166326_2166412_c	S769	87
BSU18020	sspN	144
new_3762778_3763121_c	S1411	344
new_822826_826091	S257	3266
new_2472864_2473150	S902	287
BSU01860	ybcF	525
BSU22860	yphA	597
BSU34350	epsC	1794
BSU08899	ygzD	198
new_3220242_3220300_c	S1195	59
BSU34210	yvfG	216
BSU15210	spoVE	1098
BSU15840	yloV	1659
new_573400_574654	S183	1255
BSU15750	yloN	1089
BSU15230	murB	909
BSU20730	yopX	402
new_658495_658899	S214	405
BSU28700	ysfE	240
BSU11840	yjcF	420
BSU22190	ypsA	540
BSU30470	ytzC	270
BSU17240	ymzB	354
BSU14620	slp	372
BSU32620	yurQ	372
new_1560362_1560465	S544	104
BSU26300	yqaI	192
new_300503_300693_c	S101	191
BSU33029	yirB	162
BSU10080	yhfA	1389
new_930671_930735	S293	65
BSU19590	ctpA	1398
new_2831121_2831885	S1049	765
BSU34030	lutC	720
BSU19450	rsbRC	846
BSU01040	rplJ	498
BSU24930	yqzD	351
new_238571_238643_c	S85	73
BSU15330	sigG	780
BSU02800	ycdC	1359
BSU01180	rplW	285
BSU14540	rpoY	207
BSU_tRNA_69	trnB-Ile2	
BSU39770	iolR	753
BSU34570	yvdK	2271
new_3046584_3046684_c	S1141	101
BSU02000	ybdJ	669
new_6784_6993	S6	210
BSU18250	yngI	1647
BSU08070	acoB	1026
BSU13750	queF	495
BSU02990	opuAB	846
BSU28320	ysnD	333
new_3353940_3354550_c	S1255	611
BSU23570	ansB	1425
BSU38060	ywcJ	768
BSU26530	yrkF	555
new_1886528_1887351	S631	824
BSU00180	yaaJ	483
BSU13090	ykkC	336
new_76887_76983	S38	97
BSU24430	spoIIIAA	921
BSU21220	yomU	795
BSU33060	gerAB	1095
BSU31875	yukB	4485
BSU16250	fliJ	441
BSU14440	ykpB	909
BSU24130	mmgE	1416
BSU35770	tagC	1326
BSU22470	bshB1	672
new_338187_338287	S110	101
BSU12100	yjeA	1401
BSU06340	yeaD	810
BSU10400	yhxC	855
new_26636_26731	S18	96
BSU07560	pel	1260
new_3695280_3695362	S1381	83
BSU16910	rodZ	639
BSU11890	yjcK	543
BSU04330	mutT	447
new_1128482_1129270	S373	789
new_3573056_3573206_c	S1323	151
BSU11720	fabI	774
BSU06034	ydzT/2	156
new_150_409	S3	260
BSU31700	comX	165
BSU02550	ycbL	678
new_14811_15868	S8	1058
new_490639_490854	S145	216
new_2384371_2384456_c	S859	86
BSU02019	ybzI	261
BSU36040	ywrJ	675
BSU36250	ptkA	711
BSU37200	ywjD	960
BSU35699	yvzE	594
new_2750810_2750882_c	S1014	73
new_1383187_1383294_c	S469	108
new_1550649_1550796_c	S539	148
BSU25020	sodA	606
BSU24320	nusB	393
BSU40340	rocD	1203
BSU37270	narH	1461
BSU29520	yteJ	492
BSU31010	floT	1527
new_4107259_4107332_c	S1537	74
new_3777796_3777913_c	S1419	118
new_2018314_2018433_c	S684	120
BSU_misc_RNA_18	BSU_misc_RNA_18	
BSU17320	ymaF	411
BSU23860	gndA	1407
BSU27030	sacC	2031
BSU10590	yhjP	1725
new_3159185_3159752	S1179	568
BSU23080	aroC	765
new_492500_492577_c	S147	78
BSU08880	rpsNB	267
BSU04670	rsbR	822
BSU02580	ycbO	612
BSU02340	gltP	1242
new_2367619_2367686_c	S855	68
new_1915134_1915264_c	S655	131
BSU40620	yybJ	654
BSU11190	argC	1038
BSU07955	yfkA	1119
new_1122762_1122861	S370	100
new_3256908_3257021_c	S1215	114
BSU18570	yoaE	2031
BSU35650	tagU	918
BSU31400	alaT	1158
BSU29990	pbuO	1296
BSU13490	htpX	894
BSU17720	yndA	396
BSU23970	artQ	657
BSU03652	yclD	462
BSU04900	yddA	306
new_2292285_2292400_c	S819	116
new_2096129_2096321_c	S736	193
new_3780393_3780655_c	S1422	263
BSU24250	ahrC	447
BSU12790	xhlA	267
BSU30660	ytkA	435
BSU37160	rpoE	519
BSU19240	yocK	627
new_1234909_1235088_c	S417	180
BSU33230	sigO	531
BSU39570	yxeF	432
BSU11780	cotV	384
BSU29110	phoP	720
BSU30960	glgD	1029
BSU12910	proG	816
new_1917432_1917610	S659	179
BSU07360	yfmS	858
BSU36669	ywzF	180
new_783392_785083_c	S247	1692
BSU19470	yojF	348
BSU19930	yotC	189
BSU17450	glnR	405
new_3388832_3388961_c	S1274	130
BSU08120	yfjF	327
new_2104902_2106408	S745	1507
new_651869_651961	S209	93
BSU32280	yutG	498
BSU24110	yqzF	234
BSU19180	des	1056
BSU21950	ypzA	267
BSU32020	yuiH	594
BSU01520	ybaK	441
BSU17090	pksB	675
BSU17550	ynaG	273
BSU_tRNA_80	trnE-Gly	
new_1896225_1896423	S637	199
BSU16690	pnpA	2115
BSU05850	gmuR	711
new_1727025_1727132	S590	108
new_1382628_1383305	S468	678
BSU38380	ywbB	675
new_3893312_3893440	S1463	129
BSU08050	yfjL	687
BSU23050	ribU	570
BSU00110	pdxS	882
BSU29920	ytmP	807
new_604577_605269	S197	693
BSU39010	yxjB	846
BSU32910	yusS	327
BSU20660	yoqE	162
new_2950025_2950153_c	S1087	129
BSU12600	xkdF	825
BSU23640	yqkD	915
BSU04030	ycsD	390
BSU06812	yeeF	2007
BSU_misc_RNA_31	BSU_misc_RNA_31	
BSU07050	yesW	1860
BSU18700	yoaQ	354
BSU01250	rpsQ	261
new_2208648_2208779_c	S785	132
BSU_tRNA_14	trnJ-Lys	
BSU06890	cotJA	246
BSU29230	dnaE	3345
BSU25310	dgkA	342
new_698472_698611	S231	140
new_4074811_4074895_c	S1524	85
BSU14020	kre	462
new_1000282_1000363	S320	82
BSU05530	ydfR	675
BSU19600	yodH	699
BSU29640	ytsP	234
BSU15010	ylbH	555
BSU38590	licB	306
BSU38250	ywbO	600
BSU38940	yxjI	486
BSU34265	epsK	1515
new_302355_302434	S102	80
BSU40239	yyzF	168
BSU29720	motS	726
BSU28490	uvrC	1794
new_3733649_3733734_c	S1395	86
BSU17530	ynaE	639
BSU40520	yybS	927
BSU10050	ecsB	1224
new_1130759_1130917_c	S376	159
new_3842996_3845478	S1450	2483
new_3014345_3014422_c	S1118	78
BSU29680	acsA	1716
BSU_misc_RNA_51	BSU_misc_RNA_51	
BSU09440	citA	1098
new_2829449_2829527_c	S1047	79
BSU28110	spoVID	1725
BSU30570	ytmB	240
BSU21380	yomF	819
BSU41020	thdF	1377
BSU17210	pksN	16464
BSU07620	yflN	792
new_220033_220103	S78	71
new_3302764_3302893_c	S1240	130
BSU40740	satA	519
BSU05730	ydhF	708
new_2736537_2736639_c	S1005	103
new_3037916_3038059_c	S1138	144
BSU17870	yneB	651
BSU04180	ydaC	543
BSU20360	yorJ	1134
BSU15280	ftsA	1320
BSU35200	yvkB	567
new_3232483_3234571_c	S1206	2089
BSU10860	bstC	507
BSU00010	dnaA	1338
new_1587815_1587925	S558	111
new_1235709_1235911_c	S418	203
BSU08830	ssuB	810
BSU33900	eno	1290
BSU34140	ganQ	849
new_3372473_3372739_c	S1264	267
BSU12519	yjzJ	177
new_1900263_1900568_c	S639	306
BSU35710	tagG	825
BSU38070	sacT	828
BSU19310	dhaS	1485
BSU26570	yrkB	144
BSU09710	bmrC	1755
new_3466412_3467550	S1297	1139
new_1255867_1256041_c	S426	175
BSU_misc_RNA_45	BSU_misc_RNA_45	
BSU16000	ylqC	243
new_3911304_3911465_c	S1468	162
BSU17500	ynaB	309
	bsrC	
new_2391517_2391641_c	S864	125
BSU12660	xkdM	441
new_2346132_2346223_c	S846	92
BSU11260	yjzC	177
BSU32470	pucE	519
BSU37220	ywjB	522
BSU33590	yvaG	792
BSU23960	artR	720
new_784299_784380	S248	82
new_2778420_2778505_c	S1023	86
BSU31530	malR	705
BSU20470	yoqY	393
new_3246529_3246678	S1211	150
BSU34580	yvdJ	882
BSU30230	bioA	1344
new_646411_646581	S206	171
BSU16380	flhB	1080
BSU05570	ydgB	270
BSU32990	mrgA	459
BSU17460	glnA	1332
BSU21330	yomK	444
BSU35840	tagT	966
new_965798_965868	S310	71
BSU30035	ytzG	717
BSU30880	ytcC	1221
BSU19440	yojI	1356
BSU31200	rhaB	1455
BSU_tRNA_66	trnB-Phe	
new_3808393_3808511_c	S1438	119
BSU18750	yoaT	792
new_4005626_4005729	S1503	104
BSU33520	csoR	303
BSU25550	rpsT	264
new_2157683_2157828_c	S765	146
BSU37780	rocA	1545
BSU11640	yjbQ	1842
new_117257_117348	S47	92
BSU23630	yqkE	222
BSU20690	yoqB	336
BSU29910	ytzH	276
BSU12370	exuR	999
BSU18180	yngB	891
BSU27560	hisS	1272
BSU18280	yngK	1530
BSU17420	spoVK	966
BSU08810	senS	216
new_2996680_2996979	S1112	300
BSU04270	ydaJ	1086
BSU14080	ykuH	546
BSU40110	bglA	1437
BSU30460	ytrA	390
BSU28020	mreC	870
BSU32900	yusR	387
new_2264353_2265142_c	S807	790
BSU06660	opuE	1476
BSU35620	lytC	1488
new_258887_259015	S92	129
BSU13250	ykoG	684
BSU24770	mgsR	378
BSU16930	cinA	1248
BSU10880	yisV	1452
new_3918262_3918330_c	S1471	69
BSU39980	qdoI	1011
BSU35380	fliW	429
BSU08750	ygxA	882
BSU_tRNA_78	trnSL-Val1	
BSU14860	pycA	3444
	roxS	
BSU26558	yrzM	315
BSU25430	yqeV	1353
BSU15670	remA	267
new_3297962_3298076	S1233	115
new_4089418_4089968	S1530	551
BSU36270	ywqB	1608
BSU23170	spmB	537
BSU05310	ydeR	1185
new_1457005_1457156	S505	152
BSU21450	yolJ	1266
BSU19170	yocD	975
BSU40640	yybH	387
BSU16430	cheA	2013
new_1430625_1430683	S490	59
BSU_tRNA_26	trnI-Arg	
BSU02860	znuC	693
BSU35870	capE	165
BSU13380	ykoS	1692
new_2408773_2409563	S872	791
BSU20110	yosI	132
BSU26110	yqbH	360
BSU06260	ydjN	1044
BSU34530	cotR	960
BSU18500	yoxD	714
BSU05343	ydzS/1	99
BSU22040	bpsB	504
BSU14710	ylaA	1938
BSU39090	yxiP	678
BSU03180	cah	954
new_2966794_2966948_c	S1093	155
new_3856732_3856994_c	S1455	263
BSU17130	acpK	246
new_1399409_1400187	S477	779
new_1559218_1559308	S543	91
BSU25340	phoH	957
BSU17980	sspP	144
new_78940_79025	S39	86
new_3379940_3380077_c	S1267	138
new_2090455_2090524	S730	70
new_2306683_2307712_c	S827	1030
BSU18960	yozM	333
new_1013861_1013971	S326	111
new_4214667_4214752_c	S1580	86
BSU12240	yjkA	750
BSU40710	yybA	450
BSU22240	ypqA	417
BSU30340	ytvA	783
BSU19050	yobQ	723
BSU19770	cgeC	303
new_3780034_3780161_c	S1421	128
BSU14990	ylbF	447
BSU12820	spoIISB	168
BSU05920	tsaB	687
new_2628535_2628605_c	S960	71
BSU21660	sprA	1635
BSU12069	yjzH	192
BSU27729	yrzS	198
BSU12080	ctaO	987
BSU10090	yhgB	312
new_2387674_2387835_c	S862	162
BSU27450	glnM	648
BSU15590	sat	1146
BSU05320	ydeS	594
new_2281501_2281666	S813	166
BSU36860	atpE	210
BSU10060	ecsC	708
BSU12360	exuT	1266
BSU38900	yxjM	1218
new_2586998_2587934_c	S938	937
new_574025_574105_c	S184	81
BSU20670	yoqD	753
BSU24800	yqgW	171
BSU35030	nagR	729
BSU23360	ppiB	429
BSU27180	yrhH	540
BSU09930	yhaM	942
BSU16760	dapG	1212
BSU26640	trkA	1035
new_2385396_2385479_c	S860	84
new_2562914_2563888	S927	975
BSU19420	yojK	1215
BSU_tRNA_35	trnD-Phe	
BSU39620	yxeA	345
BSU19060	yobR	741
BSU15470	pyrR	543
new_348596_348692	S118	97
BSU15020	ylbI	483
new_2215272_2215459_c	S792	188
BSU_misc_RNA_54	BSU_misc_RNA_54	
BSU05590	ydgD	342
BSU12640	xkdJ	438
BSU01880	ybcI	372
BSU28660	sspI	213
BSU30360	yttA	738
BSU35550	tuaG	756
BSU34560	malL	1683
BSU21730	ypmS	561
BSU14450	ampS	1230
BSU28420	ysmA	441
BSU25890	yqxI	477
BSU27830	coxA	516
new_4185817_4186091	S1571	275
BSU34290	epsI	1074
BSU36410	mbl	999
BSU16350	fliP	663
BSU09950	prsA	876
new_3033042_3033166	S1132	125
new_551930_551999	S177	70
BSU10000	yhaH	354
new_1783660_1783762	S616	103
BSU35560	tuaF	678
BSU29970	ytkP	933
BSU32060	yuiD	474
BSU26440	yrkO	1215
BSU28910	pftA	438
BSU14040	ldt	492
BSU35420	yvyG	480
BSU39610	yxeB	957
BSU36300	glcR	774
BSU30540	asnB	1896
BSU_tRNA_62	trnB-Met3	
new_2406881_2407627	S871	747
BSU00120	pdxT	588
BSU26390	sigKC	414
BSU19120	czrA	321
BSU31520	malK	1599
BSU27320	greA	471
BSU31310	yugP	675
BSU25940	yqcD	333
new_3460206_3462957	S1290	2752
BSU20620	yoqI	192
new_2340291_2340801	S844	511
BSU18420	yofA	855
new_1609165_1609275	S566	111
BSU13870	ykvZ	963
BSU17680	thyA	837
BSU16470	sigD	762
BSU28130	hemB	972
BSU34660	yvdB	1590
BSU12880	ykcB	2148
BSU24440	yqhV	279
BSU21540	yolA	465
BSU09310	pgcA	1695
new_1997958_1998066_c	S679	109
BSU18110	ynfC	408
new_2265144_2265224_c	S808	81
BSU03380	yckB	861
new_2792102_2792210_c	S1036	109
BSU08100	acoR	1815
BSU03750	yclJ	681
BSU39339	yxzL	162
BSU05090	yddS	1308
BSU09080	yhcH	915
new_17238_17833_c	S9	596
BSU18019	ynzL	123
BSU33221	yvrHb	711
BSU09920	sbcE	2889
new_150362_150442	S57	81
BSU30840	yteA	717
BSU33720	opuBB	651
BSU36130	ywrA	534
BSU14320	yknU	1755
BSU25450	yqeT	933
BSU20600	yoqK	201
BSU04280	ydaK	849
BSU_tRNA_59	trnB-Pro	
BSU21020	yonR	324
new_3688579_3688715_c	S1377	137
new_549652_549910	S174	259
BSU06860	yezE	582
BSU18800	penP	918
new_4011685_4011824	S1506	140
BSU34760	yvcK	951
BSU08740	ygzB	351
BSU31550	nupO	1530
BSU37310	fnr	714
new_3769195_3769288_c	S1414	94
BSU14180	ykuQ	708
new_4022729_4023053_c	S1511	325
new_417763_418267_c	S128	505
BSU39060	citH	1278
BSU_tRNA_46	trnS-Ser	
new_1074573_1076008	S354	1436
BSU06800	yezA	204
BSU18780	yoaW	429
BSU32010	besA	942
new_2282486_2282578	S815	93
BSU24310	folD	849
BSU08550	sspK	150
new_3625508_3625640_c	S1347	133
BSU21210	yomV	708
new_3951662_3951749_c	S1478	88
BSU14790	ylaI	207
BSU25680	yqeG	516
new_2978602_2978702_c	S1098	101
BSU35190	yvkC	2493
BSU40060	gntK	1539
BSU16890	ymfK/1	450
BSU33500	copA	2409
BSU_misc_RNA_21	BSU_misc_RNA_21	
BSU13480	ykrK	699
new_1914233_1914999_c	S652	767
BSU28970	ytxB	639
BSU16880	ymfJ	255
BSU35750	tagA	768
BSU06320	yeaB	870
new_3055193_3055921	S1144	729
BSU14890	ctaC	1068
BSU34080	yvfS	735
BSU03190	ycgL	780
BSU10110	pbpF	2142
BSU12870	mhqA	948
BSU07570	yflS	1434
BSU06300	cotA	1539
new_3745414_3746298	S1403	885
BSU40790	yyaO	237
BSU35540	tuaH	1191
BSU20450	yorA	1758
BSU10430	yhxD	897
BSU19540	yodB	336
BSU10340	yhfR	579
BSU00190	dnaX	1689
new_2396720_2396797_c	S868	78
BSU40260	yycQ	246
BSU29900	trmB	639
new_596003_596095_c	S189	93
new_2395813_2395952_c	S866	140
BSU29400	ascR	924
BSU21260	yomQ	348
BSU29590	nifZ	1143
BSU05200	ydeH	444
BSU_tRNA_60	trnB-Ala	
BSU04440	dctB	1050
new_3061289_3061624_c	S1148	336
new_2098793_2098895_c	S739	103
new_945417_945519	S303	103
BSU01600	ybbA	567
BSU33650	yvzC	231
BSU30810	ytxM	822
BSU17290	ebrB	351
BSU40700	yybB	660
BSU_tRNA_29	trnD-Asn	
new_1356775_1357416_c	S461	642
new_1575098_1575233	S553	136
BSU09050	yhcE	759
BSU25800	yqcK	438
new_3783802_3783877_c	S1424	76
BSU30560	pckA	1581
BSU30739	ytzL	156
BSU10660	hlpB	300
BSU18600	yozQ	291
new_559362_560150_c	S180	789
new_1683508_1683660	S583	153
BSU01150	rpsJ	306
BSU31322	yugO	984
BSU10140	hemY	1410
BSU25500	hemN	1098
new_3971340_3971882_c	S1485	543
BSU29600	braB	1335
BSU39320	yxiB	363
BSU34150	ganP	1254
BSU40360	htrC	1200
BSU27070	levD	438
new_2591866_2591960_c	S942	95
BSU03360	yciC	1191
BSU33830	opuCA	1140
BSU29750	aroA	1074
BSU20970	yonX	504
BSU10740	yisJ	921
BSU04370	ydaS	255
new_2041828_2041927_c	S701	100
BSU39760	iolA	1461
BSU10120	hemE	1059
BSU05830	gmuC	1326
BSU12050	yjdH	402
new_2339954_2340289	S843	336
BSU36460	ywoF	1404
BSU35410	flgK	1521
BSU23190	dacB	1146
BSU33860	yvbH	612
new_3124023_3124157_c	S1164	135
BSU32220	yutI	333
BSU33800	opuCD	687
BSU12900	htrA	1347
BSU33960	araE	1392
BSU35000	hprK	930
BSU12180	yjhA	639
BSU22780	folE	570
new_2329450_2329514_c	S837	65
BSU25660	aroD	840
BSU25650	yqeI	288
new_2692852_2692932_c	S982	81
BSU07170	yetI	576
new_2316227_2316424_c	fbpC	198
BSU09020	yhcB	528
BSU12130	yjfC	927
BSU35910	rbsR	978
BSU00160	yaaH	1281
BSU16700	ylxY	957
new_2069984_2070118_c	bsrE	135
BSU01960	skfF	1344
BSU12980	ykfB	1098
BSU21130	yonD	1434
BSU04050	pxpA	771
BSU41010	gidA	1884
BSU05980	tatAY	171
BSU15650	yloB	2670
BSU30760	mntB	750
BSU19140	yozB	534
BSU31680	comA	642
new_1217180_1217287	S405	108
new_2708700_2708787_c	S988	88
BSU12770	xkdX	162
BSU39890	yxbB	732
BSU25590	comEA	615
new_3105044_3105139_c	S1156	96
BSU29660	rpsD	600
BSU30520	ytoA	513
BSU03090	ycgF	627
BSU18580	yoaF	291
BSU31430	yugE	264
BSU19479	yoyC	276
BSU20480	yoqX	219
BSU39580	yxeE	363
BSU38500	dltA	1509
BSU32870	mdtR	465
BSU33000	htrB	1374
new_1233877_1235778	S416	1902
BSU18680	yoaO	486
BSU36510	nrgA	1212
BSU15150	ftsL	351
new_1731447_1731511	S591	65
new_3546111_3546186	S1318	76
BSU08330	lnrN	1155
BSU40190	fbp	2013
BSU21640	yokC	513
new_3095456_3095548_c	S1155	93
BSU26010	yqbQ	978
BSU26700	azlD	330
BSU09889	yhzD	183
BSU13150	ohrR	441
new_2021145_2021230	S686	86
BSU21920	ugtP	1146
BSU07760	yfkT	1074
new_2084124_2084188	S729	65
new_282233_283231_c	S98	999
new_1731513_1731580	S592	68
BSU31570	nupQ	957
new_292874_293464	S100	591
BSU28560	lcfA	1680
BSU_tRNA_22	trnE-Asp	
BSU_tRNA_65	trnB-Asp	
BSU00850	mcsB	1089
BSU04520	ydbM	1143
BSU06510	purN	585
BSU30930	ytaB	465
BSU06540	yezC	255
new_3089150_3089225_c	S1154	76
new_213878_213940	S77	63
new_2349529_2349600_c	S848	72
BSU35660	mnaA	1140
BSU17860	yneA	315
BSU16620	ylxQ	300
BSU37620	rsfA	774
BSU39140	yxiK	459
new_1439136_1439227	S493	92
BSU00100	dacA	1329
BSU22880	ypfD	1146
new_1077024_1077320_c	S357	297
new_1291003_1291419_c	S447	417
BSU00640	spoIIE	2481
BSU19380	yojO	1983
BSU17010	ymcB	1527
BSU31750	pncB	1470
BSU37530	ywhC	657
BSU37080	rho	1281
BSU07790	yfkQ	1539
BSU35830	ywtG	1371
BSU10580	yhjO	1203
BSU11410	yjbA	750
new_3602657_3602942	S1335	286
new_1188125_1188650	S395	526
BSU_misc_RNA_46	BSU_misc_RNA_46	
new_3602548_3602655	S1334	108
BSU33280	yvrP	1191
BSU32180	yutK	1212
new_3957252_3958479_c	S1481	1228
BSU04260	topB	2181
BSU22060	pbuX	1314
BSU07700	nagP	1356
new_2692608_2692913	S981	306
BSU26950	yraG	243
BSU29930	amyX	2154
new_2093816_2094009_c	S734	194
BSU31030	bstB	486
BSU37170	acdA	1137
BSU22050	bpsA	1095
new_220105_220278	S79	174
new_3035532_3035729	S1135	198
BSU38320	ywbH	384
BSU04100	kipR	738
new_2745480_2745593_c	S1012	114
new_239556_239643_c	S86	88
BSU01470	ybaF	795
BSU33380	yvgL	780
BSU21980	ypdP	687
BSU39460	yxeQ	1335
BSU33530	iolW	1074
new_1764473_1764599	S604	127
BSU21290	yomN	417
BSU07340	mtrA	1383
BSU_tRNA_44	trnD-Leu2	
BSU01270	rplX	309
BSU12400	yjnA	762
BSU02890	yceC	597
new_1718700_1718774	S587	75
BSU11240	carB	3090
BSU40080	gntZ	1404
BSU16540	cdsA	807
new_2691497_2692644_c	S980	1148
BSU19580	yodF	1488
new_200188_200276	S69	89
BSU16200	fliE	318
BSU38340	ywbF	1197
BSU07580	citS	1626
BSU27740	ruvA	603
BSU36180	ywqK	462
new_1739238_1739323	S595	86
new_19194_19923_c	S13	730
BSU35090	yvmA	1209
BSU28860	rpmI	198
new_3266637_3269004	S1224	2368
BSU40410	walR	705
BSU38980	scoB	648
BSU40250	yycR	1224
BSU21120	yonE	1518
BSU25610	yqeM	741
BSU27820	yrbC	720
BSU36360	mscL	390
BSU20790	yopR	975
new_1478987_1479136	S510	150
new_3943322_3944525_c	S1477	1204
new_2126442_2126548	S753	107
BSU11220	argD	1155
BSU12950	dppD	1005
new_53111_53182	S30	72
BSU26650	czcD	933
BSU34390	pnbA	1467
BSU14380	fruR	753
BSU14110	ykuK	516
BSU25970	yqcA	576
new_3222123_3222194_c	S1196	72
BSU07500	fecE	999
BSU37120	fbaA	855
BSU38700	sigY	534
new_3319608_3320300_c	S1248	693
BSU36880	atpI	381
BSU28850	rplT	357
new_520162_520750_c	S165	589
new_732824_732898_c	S238	75
BSU38030	ywdA	246
BSU01110	rpsG	468
BSU28080	folC	1290
new_1528100_1528325	S531	226
new_1357486_1357852_c	S462	367
new_3388000_3388112	S1271	113
new_826093_826718	S258	626
new_2354673_2354880_c	S852	208
BSU_misc_RNA_27	BSU_misc_RNA_27	
BSU26100	yqbI	501
BSU29570	sspA	207
new_3646537_3646664_c	S1356	128
BSU39190	yxiG	414
BSU19579	yoyD	198
new_1516508_1516573_c	S524	66
BSU02720	yccF	1074
BSU08540	yfhI	1191
BSU25280	recO	765
new_1116857_1117712_c	S365	856
new_3292297_3292406_c	S1228	110
BSU15790	rpe	651
BSU19460	bshB2	426
new_3669959_3672791	S1367	2833
new_2018435_2018531_c	S685	97
new_4213186_4215471	S1579	2286
BSU30720	ythB	1038
BSU28450	sdhC	606
BSU29310	cmoJ	1326
BSU23240	ribT	372
BSU08450	yfiZ	999
BSU02110	ybyB	258
BSU38550	ywaA	1089
new_3628241_3628309_c	S1348	69
BSU03480	srfAA	10764
BSU26770	yrdB	369
BSU18390	yoeC	285
BSU03670	dtpT	1476
BSU16280	flgD	420
BSU_tRNA_73	trnSL-Gln1	
BSU11600	sasB	633
BSU12620	xkdH	354
BSU37020	ywkD	384
BSU39420	dra	633
BSU11055	yitO	927
new_1655788_1655880_c	S575	93
new_1676463_1676531	S581	69
BSU33770	sdpC	609
